time;rightWheelsPower;leftWheelsPower;drumPosition;latchPosition;collectorPosition;launchMotorPower
0.238445982;0.0;0.0;0;CLOSED;STOP;0.0
0.249780733;0.0;0.0;0;CLOSED;STOP;0.0
0.259985859;0.0;0.0;0;CLOSED;STOP;0.0
0.268990485;0.0;0.0;0;CLOSED;STOP;0.0
0.277589111;0.0;0.0;0;CLOSED;STOP;0.0
0.286266195;0.0;0.0;0;CLOSED;STOP;0.0
0.295025238;0.0;0.0;0;CLOSED;STOP;0.0
0.303664113;0.0;0.0;0;CLOSED;STOP;0.0
0.312519698;0.0;0.0;0;CLOSED;STOP;0.0
0.321295074;0.0;0.0;0;CLOSED;STOP;0.0
0.329920824;0.0;0.0;0;CLOSED;STOP;0.0
0.338538409;0.0;0.0;0;CLOSED;STOP;0.0
0.347578035;0.0;0.0;0;CLOSED;STOP;0.0
0.357165411;0.0;0.0;0;CLOSED;STOP;0.0
