time;rightWheelsPower;leftWheelsPower;grabPosition;collectorPosition;bigArmPower;littleArmPosition;littleArmPower;bigArmPosition
0.019690127;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.06041409;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.072612174;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.088907301;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.099240469;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.112490887;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.122858763;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.134804264;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.144785682;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.155112724;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.175153435;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.188746853;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.200318145;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.212735563;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.223379648;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.234086149;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.244129108;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.255712068;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.265800235;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.275393736;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.284878737;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.294116113;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.303647197;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.313049657;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.322354991;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.33158595;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.344146577;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.353635077;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.362746453;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.371975954;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.381030455;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.390000373;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.399403707;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.408961625;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.418320042;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.427739418;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.436940336;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.446441087;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.455798338;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.465209839;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.474786715;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.484012132;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.493807175;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.504149968;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.512418135;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.521106303;0.0;0.0;CLOSED;OPENED;0.06;OTHER;0.05;OTHER
0.533379637;0.0;0.0;CLOSED;OPENED;0.48519686222076414;OTHER;0.05;OTHER
0.550195389;0.0;0.0;CLOSED;OPENED;0.48519686222076414;OTHER;0.05;OTHER
0.565642932;0.0;0.0;CLOSED;OPENED;0.5844094491004943;OTHER;0.05;OTHER
0.575812183;0.0;0.0;CLOSED;OPENED;0.5844094491004943;OTHER;0.05;OTHER
0.584879226;0.0;0.0;CLOSED;OPENED;0.5844094491004943;OTHER;0.05;OTHER
0.592883143;0.0;0.0;CLOSED;OPENED;0.5844094491004943;OTHER;0.05;OTHER
0.604027436;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.614331145;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.623044688;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.632034147;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.640853565;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.649290607;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.6590209;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.667746109;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.676094193;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.684710319;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.693790487;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.703058488;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.712436155;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.721721073;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.730907699;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.7401162;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.749560367;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.762720369;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.773538286;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.783662329;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.792536872;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.802410373;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.81152904;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.820707208;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.830030042;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.839160668;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.847621335;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.858704962;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.867093587;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.87571788;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.884254672;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.892871673;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.902038466;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.911172592;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.919543426;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.928357302;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.937018053;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.945566512;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.954695388;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.962969389;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.97183839;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.980153224;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.988629641;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
0.998776726;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.006982185;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.017057811;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.025668978;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.038012896;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.052038856;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.067697858;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.076656108;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.086367151;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.095389277;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.10432507;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.119733821;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.128413239;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.138468448;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.147800032;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.156949325;0.0;0.0;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.166637618;-0.018897637724876404;0.0011023622751235966;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.178379535;-0.018897637724876404;0.0011023622751235966;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.187888453;-0.018897637724876404;0.0011023622751235966;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.197789662;-0.018897637724876404;0.0011023622751235966;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.207241997;-0.17952756285667418;-0.1595275628566742;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.219119248;-0.17952756285667418;-0.1595275628566742;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.228536874;-0.17952756285667418;-0.1595275628566742;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.237995916;-0.17952756285667418;-0.1595275628566742;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.247520584;-0.34488190412521363;-0.3248819041252136;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.261867377;-0.34488190412521363;-0.3248819041252136;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.272039545;-0.34488190412521363;-0.3248819041252136;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.281485171;-0.5102362275123596;-0.4902362275123596;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.293446422;-0.5102362275123596;-0.4902362275123596;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.30305334;-0.5102362275123596;-0.4902362275123596;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.312952799;-0.5102362275123596;-0.4902362275123596;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.322288466;-0.5244094491004944;-0.5044094491004943;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.333962426;-0.5244094491004944;-0.5044094491004943;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.343000885;-0.5244094491004944;-0.5044094491004943;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.353085261;-0.5244094491004944;-0.5044094491004943;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.36211497;-0.5055118203163147;-0.4855118203163147;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.376304264;-0.5055118203163147;-0.4855118203163147;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.385313264;-0.5055118203163147;-0.4855118203163147;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.394666432;-0.5055118203163147;-0.4855118203163147;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.404428225;-0.5055118203163147;-0.4855118203163147;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.413563809;-0.39685038328170774;-0.3768503832817077;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.424800268;-0.39685038328170774;-0.3768503832817077;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.433207853;-0.39685038328170774;-0.3768503832817077;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.44250852;-0.35433071851730347;-0.33433071851730345;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.454130563;-0.35433071851730347;-0.33433071851730345;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.463613231;-0.35433071851730347;-0.33433071851730345;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.474607607;-0.35433071851730347;-0.33433071851730345;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.484087358;-0.3496063113212585;-0.3296063113212585;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.496014776;-0.3496063113212585;-0.3296063113212585;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.505505318;-0.3496063113212585;-0.3296063113212585;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.515807278;-0.3496063113212585;-0.3296063113212585;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.525381237;-0.4157480478286743;-0.3957480478286743;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.537186446;-0.4157480478286743;-0.3957480478286743;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.547820322;-0.4157480478286743;-0.3957480478286743;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.561320116;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.582594284;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.592620327;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.601950745;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.611372454;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.627879039;-0.44409449100494386;-0.42409449100494384;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.644129832;-0.4393700838088989;-0.4193700838088989;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.657088;-0.4393700838088989;-0.4193700838088989;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.666860584;-0.4393700838088989;-0.4193700838088989;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.676711335;-0.4393700838088989;-0.4193700838088989;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.686821378;-0.4393700838088989;-0.4193700838088989;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.696907212;-0.4299212694168091;-0.40992126941680906;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
1.707952922;-0.4299212694168091;-0.40992126941680906;CLOSED;OPENED;0.6599999999999999;OTHER;0.05;OTHER
